ampl,mn_ampl,tau
0.43195917068168393,3.042669020882412,0.4184640054907512
0.4424611885959781,3.264913620799545,0.4183423708763483
0.4410401819462081,3.1887483297152737,0.4074107149647617
0.43575876892013304,3.307622666491552,0.43100925417631003
0.4238188684563011,3.161337112069589,0.4192112126095985
0.4223053819224942,3.15547690978366,0.4182480818534837
0.422260207242534,3.161435897924194,0.41795588652631016
0.4196529529747118,3.1844620251294797,0.4175809754688049
0.4183898062101998,3.186255625943058,0.41489267323242063
0.4376151507917595,3.280710216638295,0.4024038403940692
0.43964643685478577,3.3069173848085027,0.4225657535401294
0.4333063874343407,3.317215059978671,0.4175493194012148
0.43168792949363877,3.2918597960267366,0.4218982186508268
0.434285647080512,3.289956134049306,0.41863502423880317
0.42848060117888104,3.332524199676721,0.4253011981634506
0.44357514415950183,3.157965293789165,0.4925177266819452
0.46010520966003027,3.1945623156897622,0.49071467899327087
0.4484537200716235,3.2970302738687582,0.48958927363573174
0.44160884525115673,3.1828477783761127,0.46348181564340213
0.43905196519295375,3.1404789174575183,0.47049429448869085
0.45959626593424363,3.2725643019691764,0.5098397999951799
0.4581953211965125,3.255804058376634,0.516618243830224
0.4688892736436304,3.3381054848204217,0.5089931870522023
0.46732173267391824,3.3495094732198414,0.5114754638848237
0.45245126060698443,3.4810820954061654,0.5395061046252355
0.45094344661165486,3.4724016239496436,0.5431751066103964
0.44986073362075196,3.501125229941919,0.5491995361269584
0.45699128018857277,3.3901141221648072,0.5536450669372391
0.456953265701889,3.385819836075006,0.5481467066468622
0.4573873838727555,3.378140123510592,0.5582104269574221
0.4566152031077828,3.517848637607097,0.5417421232816043
0.4347671873383919,3.578491123892169,0.539127911710405
0.4122223109266774,3.5001045886768227,0.538543324798462
0.4129425038563188,3.5183264063749107,0.5399441127022025
0.41305827308637233,3.522322142917874,0.5358428289441604
0.41263347965350583,3.555679373957385,0.5397706528520116
0.4136907325805497,3.568990497323086,0.5432282881940117
0.4138743584015232,3.572980861115627,0.5418953938626352
0.4174739522425296,3.4898597263537816,0.5502740718062882
0.42083192335430686,3.5004207333980473,0.5470135707968659
0.42335539626777463,3.5022869650294304,0.5585524154734497
0.43124121622061173,3.496034278336278,0.5392480346795563
0.4313028484514858,3.5011300219066808,0.5394548896315818
0.4354692269314078,3.5184883795830157,0.5408280784578744
0.44152445709093135,3.485073070350129,0.5446230714941973
0.4242524443717313,3.4786813813450053,0.5067466167418391
0.4128661929019425,3.4852838928665975,0.5110871724650548
0.41317369691619676,3.504389548243618,0.5117872086974549
0.4081541710028996,3.465485550312612,0.503166415183091
0.44045803685504653,3.474723856968745,0.4943667654209268
0.409330717654517,3.194966377955213,0.5200579940589104
0.4100787247250752,3.2405370459964207,0.5273721208103135
0.40117920397599105,3.3510203867779746,0.5026077053304275
0.4048191597781089,3.5245235406361886,0.4733628522416231
0.4027281358864473,3.4360398478609904,0.4773178553661392
0.41540572146563015,3.5584089024125145,0.47823305342748096
0.3844077769173155,3.7662615646408106,0.4289420538389896
0.3764784147127711,3.72881345189509,0.43529473743251995
0.3856893272956327,3.627401114401947,0.4710375571064429
0.37017539830631485,3.8673712292995646,0.5069736584532368
0.3707456649181576,3.5966270679501684,0.463581105287569
0.3807461088016664,3.6516732853339304,0.43680112330196996
0.38054061277047696,3.641397568589751,0.43653260205497674
0.3842373402757576,3.5948408768094,0.4251660626616682
0.38394270257679264,3.5906205637000053,0.43227004326298385
0.366846176816209,3.5718833514109978,0.43553329488365156
0.36545482418805464,3.545661737131438,0.44821773843529295
0.37380086590508177,3.5545057116492025,0.44928177305467304
0.3703165102664088,3.518190711589732,0.4727296910472612
0.37560053661211074,3.8723474115780876,0.39031608747737495
0.3508801340804346,3.441854832836425,0.47703579427596327
0.38959142927368284,3.7552328812449582,0.5011533245720993
0.3971138649032519,3.7782669655798595,0.512344273615526
0.3930931297862733,3.7595326356118757,0.5083323292605453
0.3797650788221615,3.751075963070827,0.49698767373826636
0.36189911491053933,3.9721240626293532,0.4969155983988613
0.36603571450179456,3.9676616583324256,0.5005803846982549
0.3650530987010039,3.9531465678311473,0.4999671367471991
0.36787469104465204,3.878388226544774,0.4933695718188281
0.36915434779977363,3.8242023515457686,0.45992540644133567
0.3572591108739154,3.990026147803279,0.46001410209500615
0.37502016591363363,3.8029656088085355,0.4329496392616747
0.3651593579017637,3.793480379489837,0.4613197680515153
0.3622756180284858,3.9240377899593537,0.45497395119920575
0.3469854198350141,3.988279357803919,0.49365377841812574
0.34972660995545274,3.973450424148575,0.4917492656511755
0.3507001355349689,3.9736367033276747,0.49004772468615915
0.3519384485493201,3.987503672152708,0.49583153480779296
0.3531529087490739,3.9204718354208445,0.49874923533868776
0.34779513114154315,3.878362196815262,0.5110814149761156
0.3472583358199441,3.835695807225517,0.5140263209432435
0.34491903878768093,3.8842083284380595,0.4862654231061896
0.3697070260346697,3.826649736532281,0.47532658160841634
0.38394262986200667,3.8757629264196645,0.47076789391088925
0.3764819347258759,3.753742187664155,0.509357341770184
0.37625531947473173,3.7966278004805365,0.5036140015261773
0.3786134200902907,3.7742296979155174,0.5032355544928802
0.3717519904656801,3.827148125848006,0.5086821000584272
0.3354963708844805,3.7760976159188235,0.45766915435309696
0.34132262096996163,3.7787458820426094,0.4500171318910611
0.3385751280025353,3.9742157644476106,0.4621084809921461
0.3526349025851303,4.030992866282535,0.4206764426889527
0.3252263262383453,4.163959311647919,0.4199190164750547
0.31928799134195707,4.212060521360105,0.43989233285996276
0.3160849875829303,4.167668826938853,0.46009447601813325
0.31759628924173056,4.164288646833211,0.4447900584126929
0.321887958595421,4.158117680821501,0.4580494581770329
0.3227719495383934,4.021752633341832,0.49216236607537367
0.31788918031654734,4.130909250046732,0.4853073254552243
0.3169061717774902,4.095892510710433,0.47764406146935784
0.3283902714351852,4.110617540308875,0.49994626993253916
0.31583267714486224,4.187537478328905,0.47947865958615044
0.3179214680243206,4.1794500282695575,0.4813948341835694
0.32470239768749165,4.196258750144034,0.4771151227928301
0.3280463588876117,4.161112949131612,0.49398925637856855
0.3291764186543195,4.124360797605368,0.48624553106422796
0.3363135998373682,4.054844012763602,0.4678044418850633
0.3455051611643731,4.0475610385854495,0.4682094216845306
0.34858418952781656,4.118531304936822,0.46279450843026376
0.3460604119759745,4.1512547900838275,0.4733247673725516
0.3464601774284519,4.134999313407937,0.47272899396826773
0.3491519749870187,4.12732122145687,0.47495118423800886
0.34778761100871125,4.138677815936452,0.47426049210629817
0.34562168790185643,4.137010034855798,0.47574606493265925
0.3461736536859366,4.1655927456847905,0.47292988942523595
0.34556042285611965,4.1418963094373815,0.47592753344229527
0.3354149892128245,4.20254023386157,0.47306537463579856
0.32854824949929756,4.224961640151224,0.4694365355256417
0.3256546116814557,4.3174786888913435,0.4871326281037682
0.32489885961949905,4.361469485626236,0.490923368196201
0.3168089015166084,4.278629332324282,0.49299286504765527
0.3255408679394515,4.2362111479355855,0.49082910687629283
0.32453553390318457,4.192282208564949,0.49306970670746375
0.348222812055452,4.157315813717803,0.46063095309460894
0.34603998001068326,4.145584605000225,0.4634462447050063
0.3489833225935397,4.1547410284226025,0.455115558857481
0.34790705430997276,4.149726830911043,0.4577198918574278
0.342403833046113,4.172838078290281,0.4618435186897178
0.34090520252360346,4.171305360154022,0.4612870904215413
0.342100530851579,4.134610410858501,0.4708050796230854
0.3433382659249484,4.135058905744965,0.4706225833678192
0.3477754633387701,4.303249389505939,0.49440225700233104
0.34380438084477355,4.154150108772847,0.5216877676915682
0.33885307195497866,4.27433703098622,0.478199971807687
0.33143596889138677,4.277062995486077,0.483708234488956
0.32804723556760185,4.177787604373538,0.4820694819272861
0.33825456443189467,4.15285354026981,0.4818641006946272
0.3325794914700703,4.010667934776389,0.4867723458058749
0.33236443527506576,4.022409771744383,0.4863553403911277
0.3318256264331525,3.859112299343608,0.47823859010081354
0.3326281395079475,4.104729902553495,0.4560657862416344
0.3277940168884065,4.230858099001849,0.4687246669138551
0.33140131527062633,4.190706652772491,0.4718895773586149
0.3221635223346703,4.490210269446509,0.5029546912904932
0.31467708451998644,4.280962501452255,0.50296703040601
0.31554824163926437,4.317025006340516,0.5078251356254331
0.30841137401801066,4.385972232956929,0.5152456701841701
0.31004045876471764,4.420022400657064,0.5187582795909759
0.327812635574685,4.525656580267545,0.5215870985690847
0.32546723043263603,4.339898042461405,0.5423204767411808
0.3323296981830137,4.49383021382773,0.5439535874449226
0.32201329818904606,4.225051075138468,0.4930000101237493
0.32150950931300887,4.462006037238323,0.4983976687361503
0.3031052892337304,4.478609956407452,0.496753337935714
0.30456894260403333,4.60405165605206,0.5036900672311874
0.3178328105194832,4.585386458063081,0.5010692236645835
0.3218067613419812,4.553056226203048,0.5093102847285419
0.3162026038194604,4.482905017939248,0.5086134194527163
0.3154824911489583,4.459021863800372,0.5097011950169325
0.306939154058942,4.450946053319946,0.5053030414023321
0.30835788824880317,4.451124003906526,0.5064767371070187
0.30495220448969124,4.4526495295363775,0.49401763038993673
0.3092469555950973,4.456650562491326,0.4906587717588921
0.30888505862732246,4.462713827598707,0.49065986828774505
0.29847049939582726,4.3628669863865674,0.4902461441866154
0.29784251214416635,4.372999033532966,0.49482352548975667
0.3047834413755047,4.266052901910379,0.5027845462989564
0.30476058469912704,4.266075914770891,0.5028341738452528
0.30300325738351136,4.272924573622282,0.4967389219675207
0.3033514609433305,4.271534378489383,0.4966993407018338
0.30313939502190934,4.270967006171354,0.49578444308292013
0.3272950354826959,4.22135800227018,0.4798492828294122
0.32232282530243656,4.244556357807602,0.47646462674874823
0.32310943718966245,4.2493361974259924,0.47973786058447215
0.3243063747440403,4.28623886255084,0.4719725097041603
0.32203518474819515,4.268365728733922,0.47454766427182005
0.3205360430082915,4.292222281292873,0.4728801575057978
0.3197188082167577,4.2784867707204,0.474739124239148
0.323559293137266,4.293762816485259,0.4724799411412535
0.32238292254203377,4.332189360780379,0.47099168026592164
0.32412410768252103,4.389891465295001,0.49819698593781125
0.32053075424189,4.3258577997362275,0.49882205360468385
0.3218247752020336,4.260907956729563,0.49731217252930676
0.3208448653352913,4.266806254382809,0.4912675942709659
0.3236657338836316,4.307453914279259,0.4952764976895902
0.32425243865166364,4.3219992004395555,0.4952897522194251
0.31424444879149516,4.171255942996112,0.5128274326771691
0.3123728983848962,4.148927357059514,0.5123476435066451
0.3084989158704375,4.1920795059463005,0.5037946272454012
0.3099320324871963,4.165245920932422,0.5040919045966097
0.30954972757170673,4.162527645925421,0.5053450743603877
0.3055118937208506,4.296954208870158,0.5084147980236828
0.3052526824940572,4.298778508654685,0.5081995691746931
0.30896033692015107,4.2776558584806565,0.515768391870438
0.3071807579849186,4.2741761908493645,0.5148011383081879
0.3129130804043862,4.25106291559942,0.5208400390238089
0.3127076683624808,4.250149691733585,0.5209139542828533
0.31143377914123194,4.248566670463464,0.5171115206724416
0.31174311413126726,4.2309732330403,0.5164639726365361
0.3141411976238853,4.2606066623085175,0.5201236433359349
0.3150324765883862,4.257016715030753,0.5203784296887092
