mu_px,sig_px,x,xn
-1.379554269929716,0.556121494516984,-1.0115350167091643,-2.3080228135913803
-1.2760243528536903,0.5031602163308032,-1.0466634916794184,-1.7820930463749614
-1.0425375088945352,0.4839577639774294,-1.1666769437137872,-0.32538811541219825
-1.0295159135294034,0.4772951613585436,-0.41214304445636374,-1.8680108813022245
-0.7873581524285626,0.47502291516532796,-0.4925774896797407,-1.4118893233276197
-0.3747959714229959,0.47425271979207384,-0.05340734365207073,-0.19877092380995426
-0.01786139551210783,0.4739922073090975,0.1983387760890488,1.0964674224303759
0.016909012360279484,0.47390415433349975,0.08440450234398199,0.8588698545063821
-0.1913531159388036,0.47387439975225903,0.7884840405402846,-1.5658102557213238
-0.004962588001310047,0.47386434600621474,1.0045512170770456,0.2204201079453154
0.11625024358782951,0.4738609490503726,0.6332479906213411,0.4756008739602562
0.13512477357891092,0.4738598012990263,0.5092344832553041,-0.8441797148369755
0.4386473726949364,0.47385941350211885,0.7999156664234377,0.048956224053543496
0.8603401945998874,0.4738592824752369,0.7633013338541477,0.8509739200826562
1.2956950076512568,0.4738592382045447,0.9161939220839065,2.0360093906885637
1.5336683144139127,0.4738592232465916,1.224783297477258,0.5803921031742806
2.0665797277059608,0.47385921819267574,1.2048848908736658,2.845453064492483
2.4007865493175466,0.4738592164850849,1.598193653462257,3.3362734343562943
2.4952980865844867,0.4738592159081329,2.262135316543908,3.241679270991059
2.4059517426230164,0.47385921571319534,2.4263654772013736,3.3653131919541504
2.0700783764535733,0.47385921564733086,1.883760345480782,3.172605905153338
1.4420392092297896,0.4738592156250769,1.813508970909711,1.168920462037658
0.9112694613825536,0.4738592156175579,1.433845993107702,0.24524078366857238
0.5845242260309946,0.47385921561501737,0.6741227508079453,0.4135577324171832
0.31461593470357907,0.473859215614159,0.11285774845069663,-0.22831318084472557
0.2055698132771254,0.47385921561386896,0.1358575027633717,0.23325043742362545
0.09114441451420019,0.473859215613771,-0.2909477870384727,-0.7670655444321348
0.2258220334603935,0.4738592156137379,-0.08634615561516909,1.0956024269027822
0.11209027608612016,0.4738592156137267,0.10900974094506405,-1.0924283208690335
0.3477790489172837,0.4738592156137229,0.326301641348673,0.5110623965958586
0.5407230171597448,0.47385921561372163,0.45098268149390586,1.2506238835663548
0.535457936587497,0.47385921561372124,0.5005398689952579,0.6745733182964592
0.49682033064020065,0.4738592156137211,-0.2033093892112594,1.1010036343204337
0.28995707548920086,0.4738592156137209,-0.2567691058854707,-0.42527273125429044
0.2934207416750585,0.4738592156137209,0.46964655208652634,0.051403593845411155
0.37054127810995074,0.4738592156137209,0.8311171981100887,0.43061647498646904
0.4350243697677385,0.4738592156137209,0.42881741470679435,1.0650629060883703
0.3230251288396219,0.4738592156137209,0.7222057046171255,-0.10854824008604058
0.3398237584762612,0.4738592156137209,0.7256688076536146,0.7629883678751368
0.23869492059639472,0.4738592156137209,1.1807915658586623,-0.3582859668203293
0.31307733744641575,0.4738592156137209,0.832973907410914,1.414927804211765
0.07311500567288538,0.4738592156137209,0.11960436669594765,-1.2045319746967897
0.20320412994282458,0.4738592156137209,0.8531513416514593,-0.06174128593531236
0.4124253827817148,0.4738592156137209,0.7935602859697529,0.8056309618423445
0.513299069725836,0.4738592156137209,1.0308651884010382,0.6029256268663428
0.5948156863488638,0.4738592156137209,0.11820290679482293,0.7330279594105921
0.6439765835733771,0.4738592156137209,0.8309075659479641,0.3126509055364083
0.7970603141941087,0.4738592156137209,0.3086773591846293,1.1576256435976284
0.8561245945780526,0.4738592156137209,0.46659611436772597,1.2092323819203914
0.8240761111829872,0.4738592156137209,0.4241502171243601,1.860958823607446
0.5029597995492681,0.4738592156137209,0.4350402745108606,0.23616748082869463
0.2653264414106615,0.4738592156137209,0.586870898422897,0.6697418769961367
-0.08576631535284603,0.4738592156137209,0.4137157500890809,-0.7376562859202962
-0.24961608889476058,0.4738592156137209,-0.2184913928071136,-1.5841031764423006
-0.031102760217746956,0.4738592156137209,0.14170888352333183,0.5516959883306951
0.018640209580553447,0.4738592156137209,0.057244941943740094,0.5498171437979893
-0.08483985510524891,0.4738592156137209,-0.1537137390042902,0.0989064995455553
-0.24248580945130827,0.4738592156137209,0.14995836967880066,0.03925076630438343
-0.4846151988013513,0.4738592156137209,-0.48282229803039906,-0.3267282712104315
-0.7785304690736816,0.4738592156137209,-0.23305081073950956,-1.9289358949980835
-0.7500004725608271,0.4738592156137209,-0.5688244817801177,-0.4849750988051121
-0.8075888908740849,0.4738592156137209,-0.8842063168809606,-1.0534969415360964
-0.8044171553159144,0.4738592156137209,-0.5418084235317303,-2.022339506863723
-0.45962373636231574,0.4738592156137209,-0.634762959062694,0.5007583425006508
-0.39814391829567175,0.4738592156137209,-0.4290728563400102,-0.9956943169690098
-0.1690981434439627,0.4738592156137209,0.06553486785344242,-1.4857040437174014
0.43817010136846923,0.4738592156137209,0.7667178121776594,0.9193021350952703
0.9120161125067714,0.4738592156137209,0.834104005796854,2.5469026995549178
0.9251470302661807,0.4738592156137209,1.2535772756242505,0.3502209440667743
1.1161590641337853,0.4738592156137209,1.100640886741747,2.141601370763299
1.0251280106370124,0.4738592156137209,0.8131053579420076,0.15964885170324195
1.1971939207311795,0.4738592156137209,1.038517999195108,2.5879209135279284
0.9827156043938631,0.4738592156137209,0.8990405185835243,0.5246002765268387
0.9131041379426565,0.4738592156137209,1.151615580039165,0.5051191492802587
0.9729900780144898,0.4738592156137209,1.2649954036732651,0.14236795652768897
1.2852386096991626,0.4738592156137209,1.7405674530860522,1.7207796520007077
1.488023442429128,0.4738592156137209,1.633169389048376,2.6274684533636936
1.3805645907676138,0.4738592156137209,1.8065856609776971,1.8049338212800619
1.168083578004312,0.4738592156137209,0.9288319795630827,1.2748603781374428
0.9396290429639677,0.4738592156137209,0.28547191892172963,0.28693711749224693
0.9117070930261284,0.4738592156137209,0.39268283878936405,0.5992129695666085
0.985676838141005,0.4738592156137209,0.565306842452154,1.1276179980885415
1.03119099160049,0.4738592156137209,0.2634844374246287,2.034732072845559
0.7999074344291314,0.4738592156137209,0.4066758918550173,-0.21861973109080057
0.8730693126701137,0.4738592156137209,0.3913699025952617,1.1449207733676687
0.8788096815766645,0.4738592156137209,0.4683498569108461,0.39826881857673246
1.0345725892098159,0.4738592156137209,1.12778349446215,1.0097520805922788
1.2106810798583707,0.4738592156137209,1.013983147427017,2.4217098471333767
1.052333061441518,0.4738592156137209,1.3534816481541119,0.6692950736480806
1.0180481144153781,0.4738592156137209,1.0876048651306531,1.556770719642027
0.8410871147485809,0.4738592156137209,1.0194553020146666,0.5537523886831692
